transaction_id,user_id,amount,transaction_type,device_type,location,time_of_transaction,failed_attempts,is_night,new_device,transaction_velocity,fraud_flag
100067,1600,49427.11,Merchant,Web,Bangalore,2026-04-11 14:29:08.452798,1,1,1,19.56,0
100068,3363,2080.99,P2P,Web,Delhi,2026-04-20 13:59:08.452803,0,1,1,16.8,0
100069,3061,48390.46,Recharge,Web,Chennai,2026-02-23 01:50:08.452808,0,1,0,4.04,0
100070,1241,27497.71,Merchant,Web,Hyderabad,2026-03-01 06:10:08.452813,1,1,1,10.89,1
100071,3041,48158.32,Bill,iOS,Mumbai,2026-02-13 13:26:08.452818,2,0,0,9.02,1
100072,3824,5746.53,Merchant,Web,Bangalore,2026-04-02 05:25:08.452823,3,0,0,19.84,0
100073,4417,24525.52,Recharge,Web,Chennai,2026-03-29 19:37:08.452828,0,0,1,19.32,0
100074,3612,8483.51,P2P,Android,Mumbai,2026-02-15 14:31:08.452833,2,0,1,3.42,0
100075,3945,2558.23,Recharge,iOS,Mumbai,2026-02-15 09:35:08.452838,1,0,1,18.27,1
100076,2363,30880.28,P2P,Web,Chennai,2026-02-16 19:16:08.452843,4,0,0,4.67,0
100077,3139,10397.09,Merchant,Web,Chennai,2026-04-19 01:51:08.452850,2,0,0,7.07,0
100078,2390,29388.97,Merchant,Web,Chennai,2026-03-06 18:11:08.452855,2,1,1,7.71,0
100079,4003,5627.1,Recharge,iOS,Delhi,2026-04-22 08:39:08.452860,4,1,1,6.45,0
100080,2478,16606.0,Bill,Web,Hyderabad,2026-03-14 21:20:08.452864,2,1,1,17.21,0
100081,4499,39083.81,Merchant,Android,Delhi,2026-03-29 17:48:08.452869,0,1,1,7.27,0
100082,3556,21858.21,Bill,iOS,Mumbai,2026-04-03 19:48:08.452874,0,1,0,16.52,0
100083,1775,31390.99,Bill,Android,Mumbai,2026-03-05 16:49:08.452879,0,0,1,19.89,0
100084,1034,32376.42,Recharge,iOS,Mumbai,2026-02-20 10:52:08.452893,2,0,0,16.97,0
100085,3253,42189.31,Merchant,Web,Chennai,2026-03-11 04:58:08.452898,2,1,1,7.58,1
100086,4152,16252.89,Bill,iOS,Bangalore,2026-03-29 09:49:08.452903,2,1,0,14.51,0
100087,2955,34367.91,Merchant,iOS,Delhi,2026-03-13 07:13:08.452908,1,1,0,11.14,0
100088,2585,48081.17,P2P,iOS,Bangalore,2026-03-24 10:35:08.452913,4,0,0,15.94,1
100089,4943,36514.86,Bill,Android,Hyderabad,2026-04-21 10:57:08.452918,2,0,1,3.91,0
100090,4459,24498.63,Recharge,iOS,Hyderabad,2026-02-16 15:53:08.452923,4,1,1,13.12,0
100091,4073,31539.57,Recharge,Web,Delhi,2026-04-11 20:17:08.452927,3,0,1,15.7,0
100092,2021,36986.75,Bill,iOS,Mumbai,2026-03-02 20:30:08.452932,0,1,0,15.46,0
100093,4461,30617.67,Merchant,iOS,Hyderabad,2026-03-24 13:06:08.452938,1,1,1,19.31,0
100094,3613,843.62,P2P,Web,Bangalore,2026-04-09 18:58:08.452943,4,0,1,2.11,0
100095,2129,9746.73,P2P,Web,Bangalore,2026-04-17 21:41:08.452948,0,1,1,7.57,0
100096,4843,40525.31,Recharge,Android,Chennai,2026-04-04 19:09:08.452953,1,0,0,10.05,1
100097,4893,13639.81,Recharge,Web,Mumbai,2026-04-22 07:05:08.452958,0,1,1,6.89,0
100098,2500,36580.79,Merchant,Web,Chennai,2026-04-06 04:22:08.452962,2,1,0,6.89,0
100099,1702,18612.29,Recharge,Web,Delhi,2026-03-07 13:17:08.452968,2,0,0,4.35,0
100100,3449,26099.0,Merchant,iOS,Hyderabad,2026-04-07 17:25:08.452973,0,0,1,16.45,0
100101,3777,3407.99,Bill,Android,Chennai,2026-02-21 01:00:08.452978,1,0,1,18.25,0
100102,2579,9069.47,P2P,Web,Chennai,2026-02-14 11:00:08.452983,0,1,0,2.56,1
100103,1161,47860.28,Bill,Web,Delhi,2026-03-10 01:49:08.452988,3,1,1,3.94,0
100104,1201,44508.0,Recharge,Web,Bangalore,2026-02-20 01:04:08.452993,1,1,0,5.34,0
100105,2981,32617.23,P2P,iOS,Bangalore,2026-02-28 23:49:08.452998,1,1,0,10.67,0
100106,1995,22987.63,P2P,iOS,Delhi,2026-03-21 16:03:08.453003,0,1,0,16.03,0
100107,3317,33791.31,Bill,Android,Bangalore,2026-02-22 05:28:08.453008,4,0,1,2.36,0
100108,4934,30934.33,Merchant,Android,Delhi,2026-03-21 05:30:08.453012,0,0,0,13.1,0
100109,1815,28431.93,P2P,iOS,Bangalore,2026-04-02 12:23:08.453018,4,1,0,3.84,0
100110,4342,2968.26,Merchant,Web,Delhi,2026-02-20 17:27:08.453023,1,0,1,19.46,0
100111,1455,31643.8,Bill,Web,Bangalore,2026-02-27 17:56:08.453028,2,0,0,18.08,0
100112,4533,38448.31,Bill,Android,Chennai,2026-02-23 05:45:08.453033,2,1,0,19.04,0
100113,4798,49704.14,Merchant,Web,Chennai,2026-04-08 19:41:08.453038,0,0,1,3.02,0
100114,2275,563.82,Bill,iOS,Bangalore,2026-03-03 02:47:08.453043,4,1,0,10.27,0
100115,2016,36511.37,P2P,Android,Delhi,2026-03-22 19:03:08.453048,0,1,1,4.14,1
100116,4773,28593.75,Bill,iOS,Chennai,2026-04-13 16:23:08.453052,3,0,1,12.41,0
100117,3343,21708.27,Bill,iOS,Hyderabad,2026-04-12 18:18:08.453057,0,0,0,5.42,0
100118,4796,6387.23,P2P,Web,Bangalore,2026-02-23 12:33:08.453062,0,1,1,15.64,0
100119,3767,20460.17,Merchant,iOS,Hyderabad,2026-04-11 08:48:08.453067,0,1,0,13.24,0
100120,4820,17725.32,Bill,iOS,Hyderabad,2026-03-01 10:50:08.453072,0,1,1,11.86,0
100121,1337,15148.47,Merchant,Web,Mumbai,2026-03-28 02:44:08.453077,4,0,0,16.68,0
100122,1878,36546.67,P2P,iOS,Hyderabad,2026-04-21 21:24:08.453082,4,1,1,10.51,0
100123,2076,35039.27,Merchant,Web,Hyderabad,2026-04-16 06:21:08.453087,4,1,0,6.13,0
100124,1791,29455.11,Merchant,iOS,Mumbai,2026-02-16 12:28:08.453092,3,1,0,12.79,0
100125,4993,46933.85,Recharge,Web,Mumbai,2026-03-17 16:13:08.453097,3,1,1,19.18,0
100126,3264,17499.22,Recharge,Web,Mumbai,2026-03-13 15:22:08.453102,0,0,0,12.42,0
100127,1763,12197.66,Bill,Android,Delhi,2026-03-15 10:48:08.453107,4,1,0,12.96,0
100128,3235,32798.61,Recharge,iOS,Mumbai,2026-02-21 10:40:08.453112,3,0,1,18.76,0
100129,1379,9948.71,Recharge,iOS,Delhi,2026-03-17 20:35:08.453118,2,1,1,10.79,0
100130,1492,15757.38,Recharge,Android,Bangalore,2026-03-12 21:26:08.453123,0,1,1,19.93,0
100131,4112,11237.88,Merchant,Web,Delhi,2026-04-13 16:36:08.453128,1,1,0,4.03,0
100132,2180,3466.99,Merchant,Web,Bangalore,2026-04-04 01:14:08.453133,4,1,0,11.2,0
100133,3062,41376.66,Recharge,Android,Mumbai,2026-04-07 10:23:08.453137,0,0,0,5.05,0
100134,4884,12734.48,P2P,Android,Mumbai,2026-02-23 00:56:08.453142,0,0,1,9.61,1
100135,1064,23656.64,Recharge,Web,Bangalore,2026-04-14 08:18:08.453147,1,0,0,4.24,0
100136,4928,2175.33,P2P,Web,Chennai,2026-02-22 13:55:08.453152,2,1,0,5.23,0
100137,4910,34969.98,Merchant,Android,Delhi,2026-03-14 08:44:08.453157,3,1,0,5.01,0
100138,3568,16534.74,P2P,iOS,Hyderabad,2026-03-10 19:16:08.453162,3,0,1,7.08,0
100139,2367,37239.39,Merchant,Web,Mumbai,2026-04-10 17:58:08.453167,1,0,1,3.56,0
100140,2152,20626.03,P2P,Android,Delhi,2026-03-31 23:40:08.453172,1,0,0,16.38,0
100141,3027,9795.82,Merchant,iOS,Delhi,2026-04-07 06:19:08.453177,3,1,1,5.19,0
100142,3695,25663.62,Merchant,iOS,Mumbai,2026-02-28 11:10:08.453182,2,1,1,8.91,0
100143,2495,6533.92,Recharge,iOS,Bangalore,2026-03-22 18:46:08.453187,2,0,0,1.31,0
100144,4134,22032.55,Bill,iOS,Mumbai,2026-03-07 12:51:08.453192,0,0,1,2.99,1
100145,2162,15872.1,Bill,Android,Delhi,2026-02-19 03:53:08.453197,1,0,1,18.03,0
100146,2522,45598.86,Merchant,Web,Chennai,2026-02-15 13:07:08.453202,1,1,1,16.91,0
100147,3640,3055.83,Recharge,iOS,Bangalore,2026-02-24 03:48:08.453206,1,1,0,16.98,0
100148,1391,34703.93,Bill,iOS,Mumbai,2026-04-03 22:41:08.453211,3,1,1,8.82,0
100149,2698,9145.73,Bill,Android,Hyderabad,2026-04-18 23:29:08.453217,3,1,1,3.69,0
100150,1418,15959.06,Recharge,iOS,Mumbai,2026-03-30 14:24:08.453222,3,1,0,3.05,0
100151,3336,20781.55,Recharge,Android,Delhi,2026-02-13 13:48:08.453227,2,0,0,12.51,0
100152,1378,45401.67,Bill,Android,Delhi,2026-04-18 20:52:08.453232,3,0,0,16.74,0
100153,2796,12136.49,Bill,Web,Hyderabad,2026-03-06 03:55:08.453236,0,1,0,18.1,0
100154,4561,4574.53,P2P,iOS,Bangalore,2026-03-21 17:53:08.453241,3,0,0,6.49,0
100155,3278,15941.29,P2P,Web,Delhi,2026-03-02 08:28:08.453246,2,1,1,7.1,0
100156,4065,5242.75,Merchant,Android,Bangalore,2026-03-16 15:35:08.453251,1,0,0,2.92,1
100157,3088,6438.54,Bill,iOS,Bangalore,2026-03-05 20:26:08.453256,0,0,1,15.71,0
100158,4099,28696.79,Recharge,Android,Mumbai,2026-04-17 18:34:08.453261,2,0,0,6.24,0
100159,3182,3054.49,Recharge,Android,Bangalore,2026-02-18 23:07:08.453265,4,1,1,10.14,0
100160,1200,1556.23,Bill,Android,Delhi,2026-04-22 20:07:08.453270,1,0,0,18.65,0
100161,2863,35723.56,Merchant,iOS,Delhi,2026-02-24 15:52:08.453276,3,1,1,15.29,1
100162,1779,18088.74,Recharge,Android,Chennai,2026-02-26 12:35:08.453281,2,0,0,2.0,0
100163,3977,6277.51,Bill,Android,Bangalore,2026-02-27 16:55:08.453285,4,0,1,1.15,0
100164,4104,12688.1,Bill,iOS,Chennai,2026-02-24 22:00:08.453296,2,0,1,15.96,0
100165,4119,32107.9,Merchant,Web,Mumbai,2026-03-20 08:48:08.453301,3,0,0,11.5,0
100166,1502,13784.07,Bill,Android,Chennai,2026-03-31 13:24:08.453306,2,0,1,14.69,0
100167,3454,24731.11,Recharge,Web,Bangalore,2026-02-23 10:59:08.453310,4,0,1,3.98,0
100168,4645,6093.55,P2P,Web,Delhi,2026-03-06 21:39:08.453315,2,1,0,17.57,0
100169,2751,29408.8,Merchant,Web,Mumbai,2026-03-29 04:23:08.453320,0,1,1,15.69,0
100170,1804,15810.72,Bill,Web,Bangalore,2026-03-08 18:18:08.453325,0,1,1,17.93,0
100171,3146,31352.15,Merchant,Web,Mumbai,2026-04-10 12:27:08.453330,3,1,0,7.48,0
100172,3731,40421.66,Bill,Web,Hyderabad,2026-04-21 23:20:08.453335,4,1,1,6.24,0
100173,2895,30586.2,P2P,iOS,Bangalore,2026-03-01 23:40:08.453341,4,1,0,3.88,0
100174,3773,14794.42,Merchant,iOS,Hyderabad,2026-03-09 15:12:08.453345,4,0,1,18.67,0
100175,2570,12794.63,Bill,Web,Chennai,2026-03-17 15:44:08.453350,4,0,1,4.36,0
100176,1960,16377.77,P2P,iOS,Bangalore,2026-04-17 21:29:08.453355,4,0,1,3.27,0
100177,4810,8239.38,Recharge,iOS,Hyderabad,2026-04-06 00:54:08.453360,1,1,1,4.66,0
100178,3660,9066.78,Bill,Web,Delhi,2026-04-23 03:06:08.453365,2,1,0,15.66,0
100179,2485,39536.65,P2P,Web,Chennai,2026-04-13 21:20:08.453370,4,0,0,17.9,1
100180,3690,19242.78,P2P,Android,Bangalore,2026-04-04 04:00:08.453375,0,0,1,16.41,0
100181,4840,21805.4,Merchant,iOS,Bangalore,2026-02-27 01:22:08.453380,2,0,1,11.7,0
100182,2028,29706.53,Bill,Web,Delhi,2026-02-27 02:12:08.453385,3,0,0,19.88,0
100183,4289,29486.78,Recharge,iOS,Delhi,2026-03-26 02:20:08.453389,3,1,0,2.31,0
100184,1502,3378.17,Bill,iOS,Hyderabad,2026-04-01 13:31:08.453394,4,0,0,17.48,0
100185,3814,41578.72,P2P,iOS,Hyderabad,2026-04-11 07:01:08.453399,1,1,1,9.13,0
100186,1397,8874.55,Recharge,Android,Hyderabad,2026-03-30 01:57:08.453404,1,1,1,9.65,0
100187,1870,36156.35,P2P,Web,Mumbai,2026-03-01 03:11:08.453409,2,0,1,3.42,0
100188,3842,38635.82,Merchant,iOS,Chennai,2026-04-13 13:15:08.453414,1,1,0,1.64,0
100189,1392,35747.83,Bill,Web,Bangalore,2026-04-03 18:57:08.453419,3,1,1,7.02,0
100190,1206,28953.09,P2P,iOS,Chennai,2026-02-20 01:41:08.453424,4,0,0,4.32,0
100191,2038,740.3,P2P,Web,Delhi,2026-03-05 15:17:08.453474,0,1,0,10.18,0
100192,2881,18025.17,Bill,Web,Chennai,2026-02-26 19:41:08.453480,3,1,1,3.8,0
100193,4625,30245.92,Recharge,Web,Chennai,2026-02-18 14:52:08.453485,3,0,0,3.62,0
100194,3939,19378.69,P2P,iOS,Hyderabad,2026-03-14 17:18:08.453490,2,0,1,17.66,0
100195,2484,43175.36,Bill,Android,Delhi,2026-04-11 22:37:08.453495,1,0,0,18.5,0
100196,4762,15447.03,Merchant,Web,Chennai,2026-03-16 05:08:08.453499,0,0,1,19.32,1
100197,4646,14683.8,Merchant,Android,Bangalore,2026-04-16 02:27:08.453504,0,0,1,13.93,0
100198,1863,13307.22,Bill,Web,Hyderabad,2026-03-28 20:32:08.453509,1,1,0,15.65,0
100199,3790,16645.72,P2P,Android,Chennai,2026-03-01 04:25:08.453514,4,0,0,16.88,0
100200,4312,27874.67,Bill,Web,Delhi,2026-02-28 19:11:08.453518,1,0,1,13.52,0
100201,1563,35353.69,Bill,Android,Bangalore,2026-04-18 04:22:08.453525,4,1,1,7.27,0
100202,2020,33131.77,P2P,Web,Delhi,2026-04-16 09:34:08.453529,0,1,0,3.97,0
100203,1095,40387.81,Recharge,Web,Delhi,2026-04-04 22:52:08.453534,2,1,1,5.51,0
100204,2923,44296.84,Recharge,Android,Delhi,2026-02-24 12:07:08.453539,3,0,1,16.97,0
100205,2757,40805.79,Merchant,Web,Mumbai,2026-03-01 22:54:08.453544,0,0,0,14.23,0
100206,3532,957.08,Recharge,iOS,Bangalore,2026-03-12 07:49:08.453549,0,0,0,9.66,0
100207,4478,36798.54,Bill,Web,Delhi,2026-03-19 06:19:08.453554,0,1,0,1.56,1
100208,3278,10427.89,P2P,Web,Mumbai,2026-03-17 10:52:08.453559,3,0,1,6.06,0
100209,3796,6655.07,Merchant,iOS,Hyderabad,2026-03-29 09:10:08.453564,4,1,1,14.85,0
100210,2678,31928.05,Recharge,iOS,Mumbai,2026-04-12 11:58:08.453569,2,1,0,10.74,1
100211,4242,15993.96,Bill,iOS,Hyderabad,2026-04-10 09:59:08.453574,2,1,0,9.28,0
100212,1540,2865.29,Merchant,Android,Mumbai,2026-02-21 21:11:08.453579,2,1,0,6.96,0
100213,2059,6890.11,P2P,iOS,Delhi,2026-04-08 17:16:08.453584,4,1,1,12.53,0
100214,3572,56.46,Recharge,Android,Mumbai,2026-04-01 04:06:08.453589,1,1,1,19.36,0
100215,2183,45162.15,Bill,iOS,Mumbai,2026-03-15 09:20:08.453594,1,0,1,18.12,0
100216,4910,1240.65,P2P,Android,Delhi,2026-04-15 06:35:08.453598,2,1,0,1.58,1
100217,2722,10480.69,Bill,iOS,Hyderabad,2026-02-18 19:23:08.453603,0,0,0,10.14,0
100218,4314,20818.98,Bill,iOS,Delhi,2026-04-01 12:59:08.453608,0,1,1,7.26,0
100219,4157,17835.0,Bill,Web,Bangalore,2026-04-04 10:23:08.453614,3,1,0,10.7,0
100220,2819,45587.18,P2P,iOS,Mumbai,2026-03-30 10:35:08.453618,1,1,0,12.52,0
100221,3625,2024.04,Merchant,Web,Bangalore,2026-04-07 10:03:08.453623,0,1,0,4.8,0
100222,3729,25615.61,Bill,iOS,Delhi,2026-04-11 23:32:08.453628,2,1,1,15.85,0
100223,3604,34027.17,Merchant,iOS,Delhi,2026-04-22 01:41:08.453633,3,1,0,10.03,0
100224,2597,46585.58,Merchant,Web,Chennai,2026-03-23 01:52:08.453637,1,1,0,19.85,0
100225,4060,31022.36,Recharge,Web,Bangalore,2026-04-06 13:04:08.453642,3,0,0,1.48,0
100226,3693,40189.72,Recharge,Android,Chennai,2026-04-18 07:13:08.453647,0,1,0,4.6,0
100227,1795,4195.41,Merchant,Web,Bangalore,2026-04-05 09:58:08.453652,2,0,1,14.1,0
100228,2051,19303.12,Recharge,Android,Chennai,2026-02-28 04:25:08.453657,2,1,1,14.21,0
100229,2643,18703.62,Recharge,iOS,Chennai,2026-04-17 19:29:08.453661,2,1,1,12.06,0
100230,4627,44315.55,Merchant,Web,Bangalore,2026-02-16 15:46:08.453666,0,0,1,19.47,0
100231,2363,7577.04,P2P,Web,Delhi,2026-03-01 00:54:08.453671,4,0,0,8.89,0
100232,4869,7602.79,Recharge,iOS,Hyderabad,2026-02-25 07:15:08.453677,2,1,1,8.92,0
100233,2981,16434.62,Recharge,iOS,Delhi,2026-03-22 09:47:08.453683,4,0,0,18.3,0
100234,2354,2732.76,P2P,iOS,Hyderabad,2026-02-24 09:19:08.453688,2,1,0,11.23,0
100235,2663,9131.08,P2P,iOS,Bangalore,2026-03-28 19:27:08.453693,4,0,0,7.72,0
100236,2529,48260.83,P2P,Web,Mumbai,2026-03-26 06:38:08.453697,1,0,0,14.66,0
100237,3038,21414.92,Merchant,iOS,Delhi,2026-03-01 01:48:08.453702,1,0,1,12.77,0
100238,4419,31604.64,P2P,iOS,Chennai,2026-03-08 16:49:08.453707,2,0,1,6.82,0
100239,2496,36308.3,Merchant,Web,Delhi,2026-03-31 02:18:08.453712,3,0,0,6.66,1
100240,4302,18354.4,Bill,Android,Bangalore,2026-03-03 14:31:08.453717,3,1,1,8.52,0
100241,3237,7369.88,Bill,Web,Mumbai,2026-02-16 19:15:08.453722,0,0,1,2.36,0
100242,4296,10336.99,P2P,Android,Mumbai,2026-02-21 23:51:08.453727,1,0,0,18.91,0
100243,2408,15670.19,P2P,iOS,Delhi,2026-03-12 14:34:08.453731,1,0,1,4.48,0
100244,2400,31807.06,Bill,Web,Delhi,2026-03-12 02:22:08.453736,3,1,0,4.68,0
100245,2306,19920.04,Merchant,iOS,Delhi,2026-02-27 05:42:08.453741,2,1,0,13.29,0
100246,3680,350.67,Merchant,Web,Bangalore,2026-03-07 07:55:08.453746,0,0,0,14.76,0
100247,3675,26175.13,P2P,Android,Hyderabad,2026-03-19 22:56:08.453751,1,1,1,15.0,0
100248,1972,46076.45,P2P,Web,Hyderabad,2026-02-23 18:30:08.453756,0,1,0,8.13,0
100249,2768,40605.76,P2P,iOS,Chennai,2026-03-15 08:16:08.453764,1,1,0,17.59,0
100250,2282,41262.32,Bill,Web,Bangalore,2026-04-15 02:44:08.453769,4,0,0,11.34,0
100251,4430,39754.95,Recharge,iOS,Mumbai,2026-03-17 04:09:08.453774,4,0,1,9.33,0
100252,1709,16193.3,P2P,Web,Chennai,2026-02-20 17:14:08.453778,0,1,0,16.4,0
100253,2479,38262.04,Merchant,Android,Mumbai,2026-03-04 08:38:08.453783,3,1,0,5.63,0
100254,2434,7166.64,Recharge,Web,Mumbai,2026-03-12 05:56:08.453788,3,0,0,17.34,0
100255,1648,32889.23,Merchant,Web,Delhi,2026-03-14 11:22:08.453793,1,0,0,11.24,0
100256,1317,32082.01,Recharge,Web,Mumbai,2026-03-16 22:37:08.453798,4,1,1,18.1,0
100257,4748,1288.23,Bill,Web,Mumbai,2026-03-06 08:21:08.453803,4,0,0,4.83,0
100258,4296,39400.63,Recharge,Android,Bangalore,2026-03-20 06:59:08.453808,0,1,1,18.79,0
100259,4890,45163.37,Merchant,iOS,Delhi,2026-04-05 21:21:08.453813,0,0,0,14.07,0
100260,2257,13378.09,Recharge,Web,Delhi,2026-03-15 11:32:08.453819,3,0,1,12.75,0
100261,1683,40621.41,Bill,Web,Chennai,2026-03-06 03:59:08.453824,3,0,0,9.02,1
100262,1663,4129.47,Merchant,Web,Delhi,2026-04-22 13:30:08.453829,3,0,1,19.17,0
